Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,
1434,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,26.1,31.7,0.403,UAE18---_HETEVULG_26.1,25.49206,56.36461,NPNT-Lot,
835,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25.2,30.6,0.405,UAE18---_HETEVULG_25.2,25.49257,56.36386,NPNT-Lot,mottled dorsal
1577,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,24.2,29.3,0.406,UAE18---_HETEVULG_24.2,25.48241,56.36623,NPNT-Lot,
1592,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,24.9,29.8,0.406,UAE18---_HETEVULG_24.9,25.48241,56.36623,NPNT-Lot,
875,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25.6,29.8,0.411,UAE18---_HETEVULG_25.6,25.49257,56.36386,NPNT-Lot,mottled dorsal
1092,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25.9,30.1,0.441,UAE18---_HETEVULG_25.9,25.48209,56.36566,NPNT-Lot,
1264,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,806,UAE18806,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25.2,30.5,0.445,UAE18806_HETEVULG_25.2,25.60254,56.35142,Vial,
1332,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25,29.8,0.446,UAE18---_HETEVULG_25,25.60254,56.35142,NPNT-Lot,
327,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,327,UAE18327,Gobiidae,Hetereleotris,vulgaris,HETEVULG,24.4,30.5,0.45,UAE18327_HETEVULG_24.4,25.48247,56.36955,Vial,
669,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,26.5,32.1,0.462,UAE18---_HETEVULG_26.5,25.49257,56.36386,NPNT-Lot,black dorsal
1584,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,26.2,31.3,0.472,UAE18---_HETEVULG_26.2,25.48241,56.36623,NPNT-Lot,
462,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,404,UAE18404,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.5,34,0.477,UAE18404_HETEVULG_27.5,25.49182,56.36369,Vial,black dorsal
979,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,658,UAE18658,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.4,32.6,0.485,UAE18658_HETEVULG_27.4,25.48209,56.36566,Vial,
1451,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.1,31.8,0.501,UAE18---_HETEVULG_27.1,25.49206,56.36461,NPNT-Lot,
1316,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,26.1,31.6,0.522,UAE18---_HETEVULG_26.1,25.60254,56.35142,NPNT-Lot,
1493,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,862,UAE18862,Gobiidae,Hetereleotris,vulgaris,HETEVULG,26.8,31.8,0.533,UAE18862_HETEVULG_26.8,25.48241,56.36623,Vial,
862,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.7,32.7,0.539,UAE18---_HETEVULG_27.7,25.49257,56.36386,NPNT-Lot,mottled dorsal
600,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,467,UAE18467,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.3,34.7,0.56,UAE18467_HETEVULG_27.3,25.49257,56.36386,Vial,
1494,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,863,UAE18863,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.8,34.2,0.586,UAE18863_HETEVULG_27.8,25.48241,56.36623,Vial,
1320,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.5,33.2,0.606,UAE18---_HETEVULG_27.5,25.60254,56.35142,NPNT-Lot,
1262,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,804,UAE18804,Gobiidae,Hetereleotris,vulgaris,HETEVULG,28.4,34,0.615,UAE18804_HETEVULG_28.4,25.60254,56.35142,Vial,
1310,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.4,23.2,20.203,UAE18---_HETEVULG_19.4,25.60254,56.35142,NPNT-Lot,
903,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,582,UAE18582,Gobiidae,Istigobius,decoratus,ISTIDECO,26.5,32.4,0.346,UAE18582_ISTIDECO_26.5,25.48209,56.36566,Vial,
499,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,428,UAE18428,Gobiidae,Istigobius,decoratus,ISTIDECO,28.8,36.2,0.435,UAE18428_ISTIDECO_28.8,25.49182,56.36369,Comm,
1197,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,740,UAE18740,Gobiidae,Istigobius,decoratus,ISTIDECO,30.6,39.6,0.657,UAE18740_ISTIDECO_30.6,25.60254,56.35142,Vial,
498,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,427,UAE18427,Gobiidae,Istigobius,decoratus,ISTIDECO,33.7,43.8,0.728,UAE18427_ISTIDECO_33.7,25.49182,56.36369,Comm,
276,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,276,UAE18276,Gobiidae,Istigobius,decoratus,ISTIDECO,35.5,45.4,0.84,UAE18276_ISTIDECO_35.5,25.48247,56.36955,Comm,
494,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,423,UAE18423,Gobiidae,Istigobius,decoratus,ISTIDECO,36.5,45.4,0.902,UAE18423_ISTIDECO_36.5,25.49182,56.36369,Comm,
500,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,429,UAE18429,Gobiidae,Istigobius,decoratus,ISTIDECO,35.8,46.8,0.999,UAE18429_ISTIDECO_35.8,25.49182,56.36369,Comm,
902,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,581,UAE18581,Gobiidae,Istigobius,decoratus,ISTIDECO,36.3,46.4,1.002,UAE18581_ISTIDECO_36.3,25.48209,56.36566,Comm,
268,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,268,UAE18268,Gobiidae,Istigobius,decoratus,ISTIDECO,38,47.6,1.021,UAE18268_ISTIDECO_38,25.48247,56.36955,Comm,
493,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,422,UAE18422,Gobiidae,Istigobius,decoratus,ISTIDECO,37,47.6,1.103,UAE18422_ISTIDECO_37,25.49182,56.36369,Comm,
495,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,424,UAE18424,Gobiidae,Istigobius,decoratus,ISTIDECO,41.9,52.4,1.452,UAE18424_ISTIDECO_41.9,25.49182,56.36369,UAE-jar,
496,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,425,UAE18425,Gobiidae,Istigobius,decoratus,ISTIDECO,44.1,56.8,1.679,UAE18425_ISTIDECO_44.1,25.49182,56.36369,Comm,
497,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,426,UAE18426,Gobiidae,Istigobius,decoratus,ISTIDECO,44.8,58,1.71,UAE18426_ISTIDECO_44.8,25.49182,56.36369,Comm,
1196,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,739,UAE18739,Gobiidae,Istigobius,decoratus,ISTIDECO,46,57.7,2.083,UAE18739_ISTIDECO_46,25.60254,56.35142,Comm,
1400,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,814,UAE18814,Gobiidae,Istigobius,decoratus,ISTIDECO,49,63,2.792,UAE18814_ISTIDECO_49,25.49206,56.36461,Comm,
412,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,354,UAE18354,Gobiidae,Priolepis,cincta,PRIOCINC,25.9,32.6,0.367,UAE18354_PRIOCINC_25.9,25.49182,56.36369,Vial,
1193,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,736,UAE18736,Gobiidae,Priolepis,cincta,PRIOCINC,23.3,30.6,0.43,UAE18736_PRIOCINC_23.3,25.60254,56.35142,Vial,
878,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,557,UAE18557,Gobiidae,Priolepis,cincta,PRIOCINC,31.1,38.5,0.85,UAE18557_PRIOCINC_31.1,25.48209,56.36566,Comm,
688,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,486,UAE18486,Gobiidae,Priolepis,randalli,PRIORAND,20.6,27,0.248,UAE18486_PRIORAND_20.6,25.49257,56.36386,Vial,
686,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,484,UAE18484,Gobiidae,Priolepis,semidoliata,PRIOSEMI,19,23.1,0.156,UAE18484_PRIOSEMI_19,25.49257,56.36386,Vial,
883,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,562,UAE18562,Gobiidae,Priolepis,semidoliata,PRIOSEMI,16.6,21.9,0.164,UAE18562_PRIOSEMI_16.6,25.48209,56.36566,Vial,
881,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,560,UAE18560,Gobiidae,Priolepis,semidoliata,PRIOSEMI,18.5,23.1,0.217,UAE18560_PRIOSEMI_18.5,25.48209,56.36566,Vial,
880,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,559,UAE18559,Gobiidae,Priolepis,semidoliata,PRIOSEMI,20.3,25.7,0.222,UAE18559_PRIOSEMI_20.3,25.48209,56.36566,Vial,
1194,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,737,UAE18737,Gobiidae,Priolepis,semidoliata,PRIOSEMI,19,24.4,0.229,UAE18737_PRIOSEMI_19,25.60254,56.35142,Vial,
1097,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,667,UAE18667,Gobiidae,Priolepis,semidoliata,PRIOSEMI,19.3,24,0.239,UAE18667_PRIOSEMI_19.3,25.60345,56.35132,Vial,
687,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,485,UAE18485,Gobiidae,Priolepis,semidoliata,PRIOSEMI,19.4,25.2,0.256,UAE18485_PRIOSEMI_19.4,25.49257,56.36386,Vial,
882,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,561,UAE18561,Gobiidae,Priolepis,semidoliata,PRIOSEMI,21.7,28.7,0.291,UAE18561_PRIOSEMI_21.7,25.48209,56.36566,Vial,
879,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,558,UAE18558,Gobiidae,Priolepis,semidoliata,PRIOSEMI,21.5,27.3,0.352,UAE18558_PRIOSEMI_21.5,25.48209,56.36566,Vial,
877,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,556,UAE18556,Gobiidae,Priolepis,semidoliata,PRIOSEMI,22.4,30.3,0.454,UAE18556_PRIOSEMI_22.4,25.48209,56.36566,Vial,
884,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,563,UAE18563,Gobiidae,Priolepis,randalli,PRIORAND,15.3,18.5,0.081,UAE18563_PRIORAND_15.3,25.48209,56.36566,Vial,
876,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,555,UAE18555,Gobiidae,Priolepis,cincta,PRIOCINC,32.8,41.8,1.056,UAE18555_PRIOCINC_32.8,25.48209,56.36566,Comm,
900,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,579,UAE18579,Gobiidae,Trimma,corallinum,TRIMCORA,9.8,13.4,0.024,UAE18579_TRIMCORA_9.8,25.48209,56.36566,Vial,
1459,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,828,UAE18828,Gobiidae,Trimma,corallinum,TRIMCORA,17.4,20.8,0.124,UAE18828_TRIMCORA_17.4,25.48241,56.36623,Vial,
404,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,346,UAE18346,Gobiidae,Trimma,corallinum,TRIMCORA,20.4,24.1,0.174,UAE18346_TRIMCORA_20.4,25.49182,56.36369,Vial,
411,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,353,UAE18353,Gobiidae,Trimma,corallinum,TRIMCORA,18.7,24.1,0.18,UAE18353_TRIMCORA_18.7,25.49182,56.36369,Vial,
410,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,352,UAE18352,Gobiidae,Trimma,corallinum,TRIMCORA,19.7,23.5,0.184,UAE18352_TRIMCORA_19.7,25.49182,56.36369,Vial,
409,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,351,UAE18351,Gobiidae,Trimma,corallinum,TRIMCORA,19.6,24.3,0.186,UAE18351_TRIMCORA_19.6,25.49182,56.36369,Vial,
1458,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,827,UAE18827,Gobiidae,Trimma,corallinum,TRIMCORA,19,23.2,0.186,UAE18827_TRIMCORA_19,25.48241,56.36623,Vial,
405,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,347,UAE18347,Gobiidae,Trimma,corallinum,TRIMCORA,19.5,24.7,0.207,UAE18347_TRIMCORA_19.5,25.49182,56.36369,Vial,
408,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,350,UAE18350,Gobiidae,Trimma,corallinum,TRIMCORA,20.1,25.7,0.217,UAE18350_TRIMCORA_20.1,25.49182,56.36369,Vial,
886,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,565,UAE18565,Gobiidae,Trimma,corallinum,TRIMCORA,18.9,23.8,0.219,UAE18565_TRIMCORA_18.9,25.48209,56.36566,Vial,
689,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,487,UAE18487,Gobiidae,Trimma,corallinum,TRIMCORA,21.3,25.8,0.26,UAE18487_TRIMCORA_21.3,25.49257,56.36386,Vial,
915,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,594,UAE18594,Muraenidae,Gymnothorax,speA,GYMNSPEA,64.9,68.2,0.442,UAE18594_GYMNSPEA_64.9,25.48209,56.36566,Vial,
1397,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,811,UAE18811,Muraenidae,Gymnothorax,speA,GYMNSPEA,73.1,75.8,0.619,UAE18811_GYMNSPEA_73.1,25.49206,56.36461,Comm,
697,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,495,UAE18495,Muraenidae,Gymnothorax,speA,GYMNSPEA,82.6,88,0.802,UAE18495_GYMNSPEA_82.6,25.49257,56.36386,Comm,Small camera
696,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,494,UAE18494,Muraenidae,Gymnothorax,speA,GYMNSPEA,84.1,88.1,0.858,UAE18494_GYMNSPEA_84.1,25.49257,56.36386,Comm,Small camera
472,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,414,UAE18414,Muraenidae,Gymnothorax,speA,GYMNSPEA,98,98,1.09,UAE18414_GYMNSPEA_98,25.49182,56.36369,Comm,No tag
1497,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,866,UAE18866,Muraenidae,Gymnothorax,speA,GYMNSPEA,89.2,90.9,1.184,UAE18866_GYMNSPEA_89.2,25.48241,56.36623,Comm,
326,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,326,UAE18326,Muraenidae,Gymnothorax,speA,GYMNSPEA,127,127,2.515,UAE18326_GYMNSPEA_127,25.48247,56.36955,Comm,No tag
1398,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,812,UAE18812,Muraenidae,Gymnothorax,speA,GYMNSPEA,122.7,125.3,2.702,UAE18812_GYMNSPEA_122.7,25.49206,56.36461,Comm,
914,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,593,UAE18593,Muraenidae,Gymnothorax,speA,GYMNSPEA,126,130.7,2.941,UAE18593_GYMNSPEA_126,25.48209,56.36566,Comm,
913,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,592,UAE18592,Muraenidae,Gymnothorax,speA,GYMNSPEA,135.6,142.3,3.452,UAE18592_GYMNSPEA_135.6,25.48209,56.36566,Comm,
695,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,493,UAE18493,Muraenidae,Gymnothorax,speA,GYMNSPEA,193,195,10.38,UAE18493_GYMNSPEA_193,25.49257,56.36386,Comm,Small camera
1234,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,776,UAE18776,Muraenidae,Gymnothorax,speA,GYMNSPEA,199.7,204.5,15.805,UAE18776_GYMNSPEA_199.7,25.60254,56.35142,Comm,Small camera
578,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,445,UAE18445,Ostraciidae,Ostracion,cubicus,OSTRCUBI,44.7,56,6.263,UAE18445_OSTRCUBI_44.7,25.49257,56.36386,Comm,
487,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,416,UAE18416,Ostraciidae,Ostracion,cubicus,OSTRCUBI,51.4,64.5,9.662,UAE18416_OSTRCUBI_51.4,25.49182,56.36369,Comm,
486,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,415,UAE18415,Ostraciidae,Ostracion,cubicus,OSTRCUBI,65.2,80.3,19,UAE18415_OSTRCUBI_65.2,25.49182,56.36369,Comm,
56,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,56,UAE18056,Pomacanthidae,Pomacanthus,maculosus,POMAMACU,28.7,35.9,1.416,UAE18056_POMAMACU_28.7,24.36375,54.10164,Comm,
131,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,131,UAE18131,Pomacanthidae,Pomacanthus,maculosus,POMAMACU,37.1,44.7,2.422,UAE18131_POMAMACU_37.1,24.36197,54.09936,Comm,
43,AG,Saadiyat,SaadiyatII,B3,Patchreef,27/04/18,6.9,260,UAE18,43,UAE18043,Pomacanthidae,Pomacanthus,maculosus,POMAMACU,39.8,46.8,2.718,UAE18043_POMAMACU_39.8,24.59819,54.42298,UAE-jar,
44,AG,Saadiyat,SaadiyatII,B3,Patchreef,27/04/18,6.9,260,UAE18,44,UAE18044,Pomacanthidae,Pomacanthus,maculosus,POMAMACU,37.4,44.8,2.88,UAE18044_POMAMACU_37.4,24.59819,54.42298,Comm,
248,AG,Saadiyat,SaadiyatIII,B9,Patchreef,30/04/18,6.3,250,UAE18,248,UAE18248,Pomacanthidae,Pomacanthus,maculosus,POMAMACU,42.1,50.3,3.588,UAE18248_POMAMACU_42.1,24.845681,54.69289,Comm,
17,AG,Dhabiya,DhabiyaI,B1,Patchreef,26/04/18,6.1,260,UAE18,17,UAE18017,Pomacanthidae,Pomacanthus,maculosus,POMAMACU,43.4,55.7,4.851,UAE18017_POMAMACU_43.4,24.3655,54.1008,Comm,
37,AG,Saadiyat,SaadiyatI,B2,Patchreef,27/04/18,6.4,250,UAE18,37,UAE18037,Pomacanthidae,Pomacanthus,maculosus,POMAMACU,67.3,85,17.6,UAE18037_POMAMACU_67.3,24.599,54.4215,Voucher,
1244,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,786,UAE18786,Pomacentridae,Chromis,flavaxilla,CHROFLAV,31.1,38.3,1.38,UAE18786_CHROFLAV_31.1,25.60254,56.35142,Comm,
1271,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,30.9,37.5,1.454,UAE18---_CHROFLAV_30.9,25.60254,56.35142,NPNT-Trash,
1283,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,29.9,38.6,1.535,UAE18---_CHROFLAV_29.9,25.60254,56.35142,NPNT-Trash,
1281,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,31.9,40.8,1.775,UAE18---_CHROFLAV_31.9,25.60254,56.35142,NPNT-Trash,
1285,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,38,49.1,1.887,UAE18---_CHROFLAV_38,25.60254,56.35142,NPNT-Trash,
1270,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,34.5,42.3,2.004,UAE18---_CHROFLAV_34.5,25.60254,56.35142,NPNT-Trash,
1280,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,33.8,43.9,2.461,UAE18---_CHROFLAV_33.8,25.60254,56.35142,NPNT-Trash,
1245,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,787,UAE18787,Pomacentridae,Chromis,flavaxilla,CHROFLAV,31.4,47.2,2.617,UAE18787_CHROFLAV_31.4,25.60254,56.35142,Comm,
1278,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,34.5,45.2,2.669,UAE18---_CHROFLAV_34.5,25.60254,56.35142,NPNT-Trash,
1274,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,38.2,47.3,2.764,UAE18---_CHROFLAV_38.2,25.60254,56.35142,NPNT-Trash,
1276,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,37.5,47.9,3.031,UAE18---_CHROFLAV_37.5,25.60254,56.35142,NPNT-Trash,
1279,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,37,47.5,3.074,UAE18---_CHROFLAV_37,25.60254,56.35142,NPNT-Trash,
1246,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,788,UAE18788,Pomacentridae,Chromis,flavaxilla,CHROFLAV,40.7,51.3,3.169,UAE18788_CHROFLAV_40.7,25.60254,56.35142,UAE-jar,
1272,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,39.6,51.4,3.321,UAE18---_CHROFLAV_39.6,25.60254,56.35142,NPNT-Trash,
1277,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,39,49.6,3.436,UAE18---_CHROFLAV_39,25.60254,56.35142,NPNT-Trash,
1284,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,41,52.5,3.461,UAE18---_CHROFLAV_41,25.60254,56.35142,NPNT-Trash,
1275,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,40.6,53.3,3.478,UAE18---_CHROFLAV_40.6,25.60254,56.35142,NPNT-Trash,
1282,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,43.1,54.5,3.508,UAE18---_CHROFLAV_43.1,25.60254,56.35142,NPNT-Trash,
1273,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,41.2,52.9,3.73,UAE18---_CHROFLAV_41.2,25.60254,56.35142,NPNT-Trash,
519,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,11.1,14.9,0.046,UAE18---_NEOPMIRY_11.1,25.49182,56.36369,NPNT,Trash
529,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,13.1,17.7,0.092,UAE18---_NEOPMIRY_13.1,25.49182,56.36369,NPNT,Trash
521,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,13.8,17.8,0.093,UAE18---_NEOPMIRY_13.8,25.49182,56.36369,NPNT,Trash
