Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,
298,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,298,UAE18298,Gobiidae,Eviota,guttata,EVIOGUTT,16,18.9,0.076,UAE18298_EVIOGUTT_16,25.48247,56.36955,Vial,
1484,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,853,UAE18853,Gobiidae,Eviota,guttata,EVIOGUTT,14,17.5,0.078,UAE18853_EVIOGUTT_14,25.48241,56.36623,Vial,
1477,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,846,UAE18846,Gobiidae,Eviota,guttata,EVIOGUTT,16,18.9,0.084,UAE18846_EVIOGUTT_16,25.48241,56.36623,Vial,
302,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,302,UAE18302,Gobiidae,Eviota,guttata,EVIOGUTT,16.5,20.6,0.094,UAE18302_EVIOGUTT_16.5,25.48247,56.36955,Vial,
299,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,299,UAE18299,Gobiidae,Eviota,guttata,EVIOGUTT,16.6,20.9,0.095,UAE18299_EVIOGUTT_16.6,25.48247,56.36955,Vial,
303,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,303,UAE18303,Gobiidae,Eviota,guttata,EVIOGUTT,16.8,20.7,0.096,UAE18303_EVIOGUTT_16.8,25.48247,56.36955,Vial,
295,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,295,UAE18295,Gobiidae,Eviota,guttata,EVIOGUTT,16.9,20.9,0.106,UAE18295_EVIOGUTT_16.9,25.48247,56.36955,Vial,
296,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,296,UAE18296,Gobiidae,Eviota,guttata,EVIOGUTT,16.6,21,0.106,UAE18296_EVIOGUTT_16.6,25.48247,56.36955,Vial,
1206,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,748,UAE18748,Gobiidae,Eviota,guttata,EVIOGUTT,17,19.8,0.108,#REF!,25.60254,56.35142,Vial,
1469,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,838,UAE18838,Gobiidae,Eviota,guttata,EVIOGUTT,17.2,21,0.111,UAE18838_EVIOGUTT_17.2,25.48241,56.36623,Vial,
593,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,460,UAE18460,Gobiidae,Eviota,guttata,EVIOGUTT,17.2,21.2,0.117,UAE18460_EVIOGUTT_17.2,25.49257,56.36386,Vial,
718,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,516,UAE18516,Gobiidae,Eviota,guttata,EVIOGUTT,17.3,21,0.117,UAE18516_EVIOGUTT_17.3,25.49257,56.36386,Vial,
293,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,293,UAE18293,Gobiidae,Eviota,guttata,EVIOGUTT,17.7,21.7,0.119,UAE18293_EVIOGUTT_17.7,25.48247,56.36955,Vial,
1476,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,845,UAE18845,Gobiidae,Eviota,guttata,EVIOGUTT,17.4,21.2,0.119,UAE18845_EVIOGUTT_17.4,25.48241,56.36623,Vial,
1482,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,851,UAE18851,Gobiidae,Eviota,guttata,EVIOGUTT,17.9,21.1,0.119,UAE18851_EVIOGUTT_17.9,25.48241,56.36623,Vial,
294,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,294,UAE18294,Gobiidae,Eviota,guttata,EVIOGUTT,17.8,21.6,0.12,UAE18294_EVIOGUTT_17.8,25.48247,56.36955,Vial,
448,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,390,UAE18390,Gobiidae,Eviota,guttata,EVIOGUTT,18.6,22.8,0.121,UAE18390_EVIOGUTT_18.6,25.49182,56.36369,Vial,
1475,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,844,UAE18844,Gobiidae,Eviota,guttata,EVIOGUTT,19.2,23.1,0.127,UAE18844_EVIOGUTT_19.2,25.48241,56.36623,Vial,
1481,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,850,UAE18850,Gobiidae,Eviota,guttata,EVIOGUTT,18.3,22.3,0.127,UAE18850_EVIOGUTT_18.3,25.48241,56.36623,Vial,
1483,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,852,UAE18852,Gobiidae,Eviota,guttata,EVIOGUTT,17.9,21,0.128,UAE18852_EVIOGUTT_17.9,25.48241,56.36623,Vial,
288,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,288,UAE18288,Gobiidae,Eviota,guttata,EVIOGUTT,17.9,21.4,0.129,UAE18288_EVIOGUTT_17.9,25.48247,56.36955,Vial,
1480,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,849,UAE18849,Gobiidae,Eviota,guttata,EVIOGUTT,17.8,21.4,0.129,UAE18849_EVIOGUTT_17.8,25.48241,56.36623,Vial,
290,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,290,UAE18290,Gobiidae,Eviota,guttata,EVIOGUTT,18.1,22,0.131,UAE18290_EVIOGUTT_18.1,25.48247,56.36955,Vial,
1478,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,847,UAE18847,Gobiidae,Eviota,guttata,EVIOGUTT,17.9,22,0.131,UAE18847_EVIOGUTT_17.9,25.48241,56.36623,Vial,
300,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,300,UAE18300,Gobiidae,Eviota,guttata,EVIOGUTT,18.4,22.2,0.132,UAE18300_EVIOGUTT_18.4,25.48247,56.36955,Vial,
444,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,386,UAE18386,Gobiidae,Eviota,guttata,EVIOGUTT,18.5,22.5,0.132,UAE18386_EVIOGUTT_18.5,25.49182,56.36369,Vial,
297,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,297,UAE18297,Gobiidae,Eviota,guttata,EVIOGUTT,18.1,21.9,0.133,UAE18297_EVIOGUTT_18.1,25.48247,56.36955,Vial,
719,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,517,UAE18517,Gobiidae,Eviota,guttata,EVIOGUTT,17.2,21.6,0.135,UAE18517_EVIOGUTT_17.2,25.49257,56.36386,Vial,
283,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,283,UAE18283,Gobiidae,Eviota,guttata,EVIOGUTT,18.4,23.6,0.137,UAE18283_EVIOGUTT_18.4,25.48247,56.36955,Vial,
1473,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,842,UAE18842,Gobiidae,Eviota,guttata,EVIOGUTT,18.4,21.7,0.137,UAE18842_EVIOGUTT_18.4,25.48241,56.36623,Vial,
711,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,509,UAE18509,Gobiidae,Eviota,guttata,EVIOGUTT,18.6,24,0.138,UAE18509_EVIOGUTT_18.6,25.49257,56.36386,Vial,
1470,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,839,UAE18839,Gobiidae,Eviota,guttata,EVIOGUTT,17.9,21.9,0.138,UAE18839_EVIOGUTT_17.9,25.48241,56.36623,Vial,
899,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,578,UAE18578,Gobiidae,Eviota,guttata,EVIOGUTT,20.5,23.5,0.141,UAE18578_EVIOGUTT_20.5,25.48209,56.36566,Vial,
1471,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,840,UAE18840,Gobiidae,Eviota,guttata,EVIOGUTT,18.9,23.2,0.143,UAE18840_EVIOGUTT_18.9,25.48241,56.36623,Vial,
1103,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,673,UAE18673,Gobiidae,Eviota,guttata,EVIOGUTT,18.9,22.9,0.144,UAE18673_EVIOGUTT_18.9,25.60345,56.35132,Vial,
1106,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,676,UAE18676,Gobiidae,Eviota,guttata,EVIOGUTT,19,22.3,0.144,UAE18676_EVIOGUTT_19,25.60345,56.35132,UAE-jar,
713,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,511,UAE18511,Gobiidae,Eviota,guttata,EVIOGUTT,18.6,22.5,0.146,UAE18511_EVIOGUTT_18.6,25.49257,56.36386,Vial,
591,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,458,UAE18458,Gobiidae,Eviota,guttata,EVIOGUTT,18.6,22.8,0.151,UAE18458_EVIOGUTT_18.6,25.49257,56.36386,Vial,
1201,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,743,UAE18743,Gobiidae,Eviota,guttata,EVIOGUTT,19,22.7,0.152,UAE18743_EVIOGUTT_19,25.60254,56.35142,Vial,
1472,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,841,UAE18841,Gobiidae,Eviota,guttata,EVIOGUTT,18.4,22.9,0.153,UAE18841_EVIOGUTT_18.4,25.48241,56.36623,Vial,
1479,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,848,UAE18848,Gobiidae,Eviota,guttata,EVIOGUTT,19.3,23.5,0.155,UAE18848_EVIOGUTT_19.3,25.48241,56.36623,Vial,
1474,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,843,UAE18843,Gobiidae,Eviota,guttata,EVIOGUTT,18.8,22.2,0.157,UAE18843_EVIOGUTT_18.8,25.48241,56.36623,Vial,
447,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,389,UAE18389,Gobiidae,Eviota,guttata,EVIOGUTT,18.9,23.8,0.158,UAE18389_EVIOGUTT_18.9,25.49182,56.36369,Vial,
1404,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,818,UAE18818,Gobiidae,Eviota,guttata,EVIOGUTT,19.2,22.8,0.158,UAE18818_EVIOGUTT_19.2,25.49206,56.36461,Vial,
716,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,514,UAE18514,Gobiidae,Eviota,guttata,EVIOGUTT,18.2,22.9,0.161,UAE18514_EVIOGUTT_18.2,25.49257,56.36386,Vial,
896,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,575,UAE18575,Gobiidae,Eviota,guttata,EVIOGUTT,19.7,23.1,0.162,UAE18575_EVIOGUTT_19.7,25.48209,56.36566,Vial,
888,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,567,UAE18567,Gobiidae,Eviota,guttata,EVIOGUTT,18.9,22.9,0.163,UAE18567_EVIOGUTT_18.9,25.48209,56.36566,Vial,
897,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,576,UAE18576,Gobiidae,Eviota,guttata,EVIOGUTT,19.6,23.2,0.163,UAE18576_EVIOGUTT_19.6,25.48209,56.36566,Vial,
449,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,391,UAE18391,Gobiidae,Eviota,guttata,EVIOGUTT,19.6,24.8,0.165,UAE18391_EVIOGUTT_19.6,25.49182,56.36369,Vial,
894,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,573,UAE18573,Gobiidae,Eviota,guttata,EVIOGUTT,18.4,22.3,0.165,UAE18573_EVIOGUTT_18.4,25.48209,56.36566,Vial,
717,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,515,UAE18515,Gobiidae,Eviota,guttata,EVIOGUTT,19.2,23.4,0.168,UAE18515_EVIOGUTT_19.2,25.49257,56.36386,Vial,
464,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,406,UAE18406,Gobiidae,Eviota,guttata,EVIOGUTT,20,24.9,0.171,UAE18406_EVIOGUTT_20,25.49182,56.36369,Vial,
598,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,465,UAE18465,Gobiidae,Eviota,guttata,EVIOGUTT,20,24.8,0.171,UAE18465_EVIOGUTT_20,25.49257,56.36386,Vial,
1203,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,745,UAE18745,Gobiidae,Eviota,guttata,EVIOGUTT,18.9,23.8,0.174,UAE18745_CORYANOM_18.9,25.60254,56.35142,Vial,
1202,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,744,UAE18744,Gobiidae,Eviota,guttata,EVIOGUTT,20.1,24.5,0.18,UAE18744_EVIOGUTT_20.1,25.60254,56.35142,Vial,
889,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,568,UAE18568,Gobiidae,Eviota,guttata,EVIOGUTT,20.8,24.7,0.183,UAE18568_EVIOGUTT_20.8,25.48209,56.36566,Vial,
284,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,284,UAE18284,Gobiidae,Eviota,guttata,EVIOGUTT,19.6,24.6,0.193,UAE18284_EVIOGUTT_19.6,25.48247,56.36955,Vial,
286,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,286,UAE18286,Gobiidae,Eviota,guttata,EVIOGUTT,20.4,24.9,0.196,UAE18286_EVIOGUTT_20.4,25.48247,56.36955,Vial,
714,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,512,UAE18512,Gobiidae,Eviota,guttata,EVIOGUTT,19.2,23.5,0.196,UAE18512_EVIOGUTT_19.2,25.49257,56.36386,Vial,
715,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,513,UAE18513,Gobiidae,Eviota,guttata,EVIOGUTT,20.7,25,0.199,UAE18513_EVIOGUTT_20.7,25.49257,56.36386,Vial,
712,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,510,UAE18510,Gobiidae,Eviota,guttata,EVIOGUTT,21.2,26.1,0.202,UAE18510_EVIOGUTT_21.2,25.49257,56.36386,Vial,
592,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,459,UAE18459,Gobiidae,Eviota,guttata,EVIOGUTT,21.2,26.3,0.21,UAE18459_EVIOGUTT_21.2,25.49257,56.36386,Vial,
446,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,388,UAE18388,Gobiidae,Eviota,guttata,EVIOGUTT,21.2,26.5,0.223,UAE18388_EVIOGUTT_21.2,25.49182,56.36369,Vial,
1105,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,675,UAE18675,Gobiidae,Eviota,guttata,EVIOGUTT,21.9,26.3,0.241,UAE18675_EVIOGUTT_21.9,25.60345,56.35132,Vial,
1104,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,674,UAE18674,Gobiidae,Eviota,guttata,EVIOGUTT,22.5,26.8,0.263,UAE18674_EVIOGUTT_22.5,25.60345,56.35132,Vial,
291,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,291,UAE18291,Gobiidae,Eviota,punyit,EVIOPUNY,17.1,21.7,0.094,UAE18291_EVIOPUNY_17.1,25.48247,56.36955,Vial,
301,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,301,UAE18301,Gobiidae,Eviota,punyit,EVIOPUNY,18.7,22,0.096,UAE18301_EVIOPUNY_18.7,25.48247,56.36955,Vial,
287,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,287,UAE18287,Gobiidae,Eviota,punyit,EVIOPUNY,19.1,23,0.104,UAE18287_EVIOPUNY_19.1,25.48247,56.36955,Vial,
292,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,292,UAE18292,Gobiidae,Eviota,punyit,EVIOPUNY,18.6,22.3,0.111,UAE18292_EVIOPUNY_18.6,25.48247,56.36955,Vial,
285,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,285,UAE18285,Gobiidae,Eviota,punyit,EVIOPUNY,19.3,22.9,0.114,UAE18285_EVIOPUNY_19.3,25.48247,56.36955,Vial,
898,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,577,UAE18577,Gobiidae,Eviota,punyit,EVIOPUNY,18.3,21.8,0.116,UAE18577_EVIOPUNY_18.3,25.48209,56.36566,Vial,
289,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,289,UAE18289,Gobiidae,Eviota,punyit,EVIOPUNY,19.5,23.1,0.123,UAE18289_EVIOPUNY_19.5,25.48247,56.36955,Vial,
445,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,387,UAE18387,Gobiidae,Eviota,punyit,EVIOPUNY,20.3,23.4,0.146,UAE18387_EVIOPUNY_20.3,25.49182,56.36369,Vial,
590,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,457,UAE18457,Gobiidae,Eviota,punyit,EVIOPUNY,20.7,25.2,0.154,UAE18457_EVIOPUNY_20.7,25.49257,56.36386,Vial,
887,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,566,UAE18566,Gobiidae,Eviota,punyit,EVIOPUNY,21.3,25.3,0.158,UAE18566_EVIOPUNY_21.3,25.48209,56.36566,Vial,
893,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,572,UAE18572,Gobiidae,Eviota,punyit,EVIOPUNY,20.9,24.6,0.158,UAE18572_EVIOPUNY_20.9,25.48209,56.36566,Vial,
895,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,574,UAE18574,Gobiidae,Eviota,punyit,EVIOPUNY,20.5,24.1,0.16,UAE18574_EVIOPUNY_20.5,25.48209,56.36566,Vial,
137,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,137,UAE18137,Gobiidae,Favonigobius,melanobranchus,FAVOMELA,25.5,28.4,0.248,UAE18137_FAVOMELA_25.5,24.36197,54.09936,Vial,
892,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,571,UAE18571,Gobiidae,Fusigobius,inframaculatus,FUSIINFR,27.2,33,0.381,UAE18571_FUSIINFR_27.2,25.48209,56.36566,Vial,
1462,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,831,UAE18831,Gobiidae,Fusigobius,inframaculatus,FUSIINFR,29,35.2,0.496,UAE18831_FUSIINFR_29,25.48241,56.36623,Vial,
904,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,583,UAE18583,Gobiidae,Fusigobius,inframaculatus,FUSIINFR,31.1,37.1,0.578,UAE18583_FUSIINFR_31.1,25.48209,56.36566,Vial,
282,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,282,UAE18282,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,19.9,23.1,0.116,UAE18282_GNATCAUD_19.9,25.48247,56.36955,Vial,
699,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,497,UAE18497,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,17.7,22.7,0.125,UAE18497_GNATCAUD_17.7,25.49257,56.36386,Vial,
455,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,397,UAE18397,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,22.4,27.6,0.194,UAE18397_GNATCAUD_22.4,25.49182,56.36369,Vial,
281,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,281,UAE18281,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,23.2,29.5,0.273,UAE18281_GNATCAUD_23.2,25.48247,56.36955,Vial,
1460,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,829,UAE18829,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,24.1,28.9,0.281,UAE18829_GNATCAUD_24.1,25.48241,56.36623,Vial,
1461,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,830,UAE18830,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,24.9,30.9,0.283,UAE18830_GNATCAUD_24.9,25.48241,56.36623,Vial,
269,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,269,UAE18269,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,28.8,36.2,0.469,UAE18269_GNATCAUD_28.8,25.48247,56.36955,Comm,
901,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,580,UAE18580,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,30.7,36.1,0.499,UAE18580_GNATCAUD_30.7,25.48209,56.36566,Vial,
278,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,278,UAE18278,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,24.1,36.7,0.53,UAE18278_GNATCAUD_24.1,25.48247,56.36955,Vial,
280,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,280,UAE18280,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,28.3,35.7,0.544,UAE18280_GNATCAUD_28.3,25.48247,56.36955,Vial,
279,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,279,UAE18279,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,29.2,37.6,0.57,UAE18279_GNATCAUD_29.2,25.48247,56.36955,Vial,
277,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,277,UAE18277,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,31.5,44,0.711,UAE18277_GNATCAUD_31.5,25.48247,56.36955,Comm,
423,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,365,UAE18365,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,31.8,40.2,0.756,UAE18365_GNATCAUD_31.8,25.49182,56.36369,Vial,
422,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,364,UAE18364,Gobiidae,Gnatholepis,caudimaculata,GNATCAUD,32.9,41.4,0.779,UAE18364_GNATCAUD_32.9,25.49182,56.36369,Vial,
406,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,348,UAE18348,Gobiidae,Gobiodon,reticulatus,GOBIRETI,21.2,26.3,0.406,UAE18348_GOBIRETI_21.2,25.49182,56.36369,Vial,
407,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,349,UAE18349,Gobiidae,Gobiodon,reticulatus,GOBIRETI,21.5,27.2,0.435,UAE18349_GOBIRETI_21.5,25.49182,56.36369,Vial,
1537,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,8.2,10.2,0.013,UAE18---_HETEVULG_8.2,25.48241,56.36623,NPNT-Lot,
1536,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,8.03,9.4,0.014,UAE18---_HETEVULG_8.03,25.48241,56.36623,NPNT-Lot,
1553,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,8.9,10.6,0.029,UAE18---_HETEVULG_8.9,25.48241,56.36623,NPNT-Lot,
683,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,11.6,14.2,0.034,UAE18---_HETEVULG_11.6,25.49257,56.36386,NPNT-Lot,mottled dorsal
1164,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,734,UAE18734,Gobiidae,Hetereleotris,vulgaris,HETEVULG,11.6,14.1,0.035,UAE18734_HETEVULG_11.6,25.60345,56.35132,Vial,
678,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.6,16.7,0.047,UAE18---_HETEVULG_13.6,25.49257,56.36386,NPNT-Lot,mottled dorsal
680,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.6,16.2,0.05,UAE18---_HETEVULG_13.6,25.49257,56.36386,NPNT-Lot,mottled dorsal
1454,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.3,16.4,0.05,UAE18---_HETEVULG_13.3,25.49206,56.36461,NPNT-Lot,
1163,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,733,UAE18733,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.2,16,0.053,UAE18733_HETEVULG_13.2,25.60345,56.35132,Vial,
370,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.3,16.4,0.054,UAE18---_HETEVULG_13.3,25.48247,56.36955,NPNT-Lot,mottled dorsal
386,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.4,16.3,0.058,UAE18---_HETEVULG_13.4,25.48247,56.36955,NPNT-Lot,mottled dorsal
817,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,12.7,15.7,0.059,UAE18---_HETEVULG_12.7,25.49257,56.36386,NPNT-Lot,mottled dorsal
338,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,338,UAE18338,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.1,17.6,0.063,UAE18338_HETEVULG_14.1,25.48247,56.36955,Vial,mottled dorsal
